user_id,user_name,source,listen_count
482,oatmealzip,listen_brainz,23741
484,mrcoffee09,listen_brainz,3438
485,Pablo123,listen_brainz,4636
488,SubZeroPL,listen_brainz,431413
492,BrainzJohn90,listen_brainz,14360
494,enova,listen_brainz,16477
495,ezekiel6,listen_brainz,3830
496,illesc1,listen_brainz,71771
498,crazy_wierdo,listen_brainz,10034
499,doge69420504,listen_brainz,10424
500,infinitecell,listen_brainz,4607
501,calceus,listen_brainz,15535
502,shinseiryu,listen_brainz,2487
505,InsideVoice,listen_brainz,2689
509,ElusiveGoblin,listen_brainz,3290
511,soft,listen_brainz,72412
512,ljspal11,listen_brainz,2017
516,diegozhang,listen_brainz,1256
517,Pyush,listen_brainz,3437
519,sneakyshady,listen_brainz,3127
521,Frankorton,listen_brainz,1369
525,xposeder,listen_brainz,2752
527,Cerezoso,listen_brainz,74095
528,abc9878,listen_brainz,1675
529,Duke64,listen_brainz,6371
530,idontlikemusic,listen_brainz,1739
532,TimSchmock,listen_brainz,7782
537,natal6342,listen_brainz,40333
540,eurospy,listen_brainz,1905
541,thebeeks,listen_brainz,116307
543,mirakelcn,listen_brainz,1136
546,f131k,listen_brainz,2926
548,seaskye,listen_brainz,34887
549,celadonCamellia,listen_brainz,1614
550,AnjoyLi,listen_brainz,11880
551,k5924,listen_brainz,6586
552,xcxlvr,listen_brainz,19939
553,mozillax,listen_brainz,50637
554,Shae.fiowf,listen_brainz,87516
555,Kopetote,listen_brainz,4192
557,Kaczor2704,listen_brainz,23546
559,dyingwillow,listen_brainz,40891
563,zyzf,listen_brainz,4218
564,huracan,listen_brainz,1973
568,Scaffale,listen_brainz,11962
570,albertoglezc,listen_brainz,1710
571,TheNoNinja,listen_brainz,9671
574,psychokimewsis,listen_brainz,3958
575,kaitaki,listen_brainz,15687
576,stncttr908,listen_brainz,13463
578,YeyoGSD,listen_brainz,11216
579,audiofrog,listen_brainz,67857
583,stkw0,listen_brainz,32863
584,sirlaacher,listen_brainz,13732
586,simtoon,listen_brainz,135492
587,hrlou,listen_brainz,37627
589,bgiesing,listen_brainz,25862
591,xinruosibing,listen_brainz,1303
593,newBonfire,listen_brainz,46609
594,sagonsi,listen_brainz,155803
596,darkham,listen_brainz,26493
597,badwolfvi,listen_brainz,15354
598,garlic_onion,listen_brainz,11942
599,kirk781,listen_brainz,15810
601,MBox,listen_brainz,6910
602,JackGreyhat,listen_brainz,9864
604,luckaslandav,listen_brainz,5850
605,gungumhae,listen_brainz,116705
606,Jewish,listen_brainz,15585
608,DrTroubleMhD,listen_brainz,2519
610,rchr15,listen_brainz,18430
612,Lightmarey,listen_brainz,3827
614,vovw,listen_brainz,15282
617,Chadsr,listen_brainz,4171
618,Zakar98k,listen_brainz,12446
621,Sundr0wn,listen_brainz,10792
622,zqso,listen_brainz,2721
624,222bandit,listen_brainz,11826
626,sharpchg,listen_brainz,2080
629,tyson3peat,listen_brainz,34101
631,microgravities,listen_brainz,37501
632,brain_fossil,listen_brainz,1212
634,radiconkid,listen_brainz,49690
635,Qubit5,listen_brainz,11871
638,trivarialthea,listen_brainz,24334
641,xeitor,listen_brainz,1808
642,theoutrider,listen_brainz,164861
644,detain,listen_brainz,4766
646,MrFLAC,listen_brainz,31688
648,iClondikeX,listen_brainz,758560
650,arnvgh,listen_brainz,2897
652,hopeajonne,listen_brainz,153255
653,eucarli,listen_brainz,245048
654,DocPornflake,listen_brainz,3452
656,Svartis,listen_brainz,10409
658,coltbin,listen_brainz,6007
659,bjgwada,listen_brainz,1512
660,perdimeugato,listen_brainz,10799
662,__atul,listen_brainz,2747
663,first.last,listen_brainz,1723
665,timeisart,listen_brainz,104656
666,RidleyofZebes,listen_brainz,18788
668,adult_oriented_wok,listen_brainz,3656
669,ringspeedster,listen_brainz,25249
671,alpengeist19,listen_brainz,120248
673,groeetv,listen_brainz,1856
674,Zixha,listen_brainz,1136
675,soundboy30,listen_brainz,188346
676,SuperNovaa41,listen_brainz,2484
677,fortera_au,listen_brainz,163354
678,sterlingmanor,listen_brainz,4216
680,adamkovic,listen_brainz,3470
682,Stardream,listen_brainz,12765
683,RaspNAS,listen_brainz,201111
684,sleepy_d,listen_brainz,3256
686,MRN0987,listen_brainz,1176
687,kubrimskii,listen_brainz,8823
698,Pelicanen,listen_brainz,26902
699,Henne_NWH,listen_brainz,3783
700,plasticdaisies,listen_brainz,62344
703,pretzelztacoz,listen_brainz,107409
706,Cik_boi,listen_brainz,2061
709,prncss,listen_brainz,1205
711,n0i2,listen_brainz,596220
712,aslu,listen_brainz,140774
716,jellebouwman,listen_brainz,133251
717,tytyayay,listen_brainz,20029
719,chuckydawhg,listen_brainz,2597
720,xlaurente,listen_brainz,13011
722,dondatoz,listen_brainz,223302
723,cyprians2004@gmail.com,listen_brainz,14148
724,kirbydepaz123,listen_brainz,4503
725,Mickman,listen_brainz,13886
726,MintySweater,listen_brainz,212953
733,TeletubAstyanax,listen_brainz,366319
737,Kesefon,listen_brainz,433671
738,HibikiTaisuna,listen_brainz,1731
739,jschpp,listen_brainz,42856
740,pewais,listen_brainz,335401
741,enip,listen_brainz,41795
742,olivierclermont,listen_brainz,99831
744,NepuNepper,listen_brainz,10071
745,juanmi18,listen_brainz,1425
746,anyantudre,listen_brainz,1428
749,ribbonsinknots,listen_brainz,2765
750,youngcrew,listen_brainz,6797
755,novaphoenix,listen_brainz,78849
756,Relic0803,listen_brainz,23644
757,schulzpin,listen_brainz,278787
761,what.kiv,listen_brainz,50565
764,drnick85,listen_brainz,27490
765,jamendub,listen_brainz,6473
767,Mowmoh,listen_brainz,6021
768,ixnay,listen_brainz,139603
770,fireinangels,listen_brainz,1692
772,non333333,listen_brainz,3602
773,kakious,listen_brainz,41343
774,markgifford,listen_brainz,1080
775,k00l,listen_brainz,9852
776,Hipersonic22,listen_brainz,2005
778,kittens,listen_brainz,164727
780,shiruken343,listen_brainz,364483
781,lunanova__,listen_brainz,8853
782,pmcc,listen_brainz,13164
784,halented,listen_brainz,57416
786,CORYSCOTT_85,listen_brainz,1494
788,hjm678,listen_brainz,11100
790,vonxia,listen_brainz,1780
792,AmanuensisFrances,listen_brainz,30117
794,mrelation,listen_brainz,10403
795,Laibcoms,listen_brainz,197206
798,Zepfanman,listen_brainz,134445
802,Fantast,listen_brainz,61399
804,tekunotri,listen_brainz,11568
805,mostperfectboy,listen_brainz,113815
807,xerts,listen_brainz,1128372
808,obachtibims,listen_brainz,2183
809,B3LU,listen_brainz,3021
810,Talii,listen_brainz,1226
811,gbcox,listen_brainz,1272411
812,casaper,listen_brainz,98863
815,arson_daily,listen_brainz,101590
816,Minibe,listen_brainz,66295
817,laevos,listen_brainz,65246
819,gustavolunab,listen_brainz,29911
821,maltonic,listen_brainz,11889
822,bordomantra,listen_brainz,1257
823,Etuldan,listen_brainz,1522
830,Thorleifr,listen_brainz,189081
832,alephnaught,listen_brainz,6820
835,LibreLulu,listen_brainz,4526
836,yellow.dog7745,listen_brainz,4390
838,jjouett,listen_brainz,16865
839,Hexagram6964,listen_brainz,1753
840,kamiccolo,listen_brainz,92059
842,animaldaydream,listen_brainz,5611
843,darrenwjlau,listen_brainz,1506
844,xboxhater03,listen_brainz,8993
845,mce27,listen_brainz,17138
846,zoltraak,listen_brainz,1092
847,arivera3483,listen_brainz,1055
848,KevinNoodle,listen_brainz,2574
849,diskotechjam,listen_brainz,133718
850,jaghouse,listen_brainz,690328
852,Skelozard,listen_brainz,65879
854,peter2016,listen_brainz,5383
855,neonliiight,listen_brainz,1580
858,SgtStroopwafel,listen_brainz,16622
861,Zuphorian,listen_brainz,1180
863,joalonmon,listen_brainz,49858
869,maleficxyz,listen_brainz,2154
871,imgradeone,listen_brainz,49222
872,smurfpandey,listen_brainz,65559
873,wenghuanyu,listen_brainz,1088
874,343434,listen_brainz,30325
878,pqvcnaosmt,listen_brainz,116491
879,mumbles,listen_brainz,287757
881,Skytoucher,listen_brainz,187218
884,Juancro,listen_brainz,39206
886,gloglo36,listen_brainz,3203
889,Chogussy,listen_brainz,1110
891,$IZ3,listen_brainz,14664
893,kat-sibuz,listen_brainz,4979
894,Dittohead420,listen_brainz,6493
895,schokkd,listen_brainz,38091
898,warms,listen_brainz,45451
899,lonewolf4713,listen_brainz,8162
900,Gravewish,listen_brainz,3249
901,andylewiswastaken,listen_brainz,100089
903,alex19EP,listen_brainz,4500
904,crow4619,listen_brainz,10818
905,outsidecontext,listen_brainz,101363
906,maye-e,listen_brainz,1418
907,RaXChile,listen_brainz,45953
910,sex_truck,listen_brainz,247018
911,zang404,listen_brainz,54921
913,TomJDavis,listen_brainz,2095
916,Seeker49,listen_brainz,6620
917,FortniteBalls36,listen_brainz,81313
922,jaimin,listen_brainz,57581
923,Trebxson,listen_brainz,1182
926,nect4rio,listen_brainz,5922
929,nayre,listen_brainz,6782
931,nirno,listen_brainz,35525
932,voidyyy,listen_brainz,39372
935,Vagozino,listen_brainz,66215
937,SDaev,listen_brainz,2606
938,Mich Buchanan,listen_brainz,4381
941,senkodev,listen_brainz,225279
943,SkGe,listen_brainz,121224
944,Trombobambo,listen_brainz,3450
945,suvid,listen_brainz,8435
949,Ikamuzu,listen_brainz,1792
953,arms3,listen_brainz,3056
954,isle9,listen_brainz,63105
959,Euphemism9098,listen_brainz,1739
960,signalno11,listen_brainz,8486
966,lalaplistening,listen_brainz,9517
969,Cavedesigner,listen_brainz,4663
970,vp1vi,listen_brainz,7563
971,SergeLaurens,listen_brainz,1135
972,aerate,listen_brainz,47726
973,SwindledJointHoyt,listen_brainz,85179
977,jgoad04,listen_brainz,59754
978,cianfox,listen_brainz,5522
979,LesterXavier,listen_brainz,21648
982,Bonus6857,listen_brainz,10483
983,parb61,listen_brainz,169541
984,smwl,listen_brainz,5301
985,jake-penguins,listen_brainz,3431
986,jacksondm33,listen_brainz,4328
987,mushm0uth,listen_brainz,266802
989,wolfyjade,listen_brainz,26917
991,moddedBear,listen_brainz,2146
992,benl625,listen_brainz,4068
993,nianox2,listen_brainz,27824
996,Bloxx12,listen_brainz,1806
1000,Crawlspace7,listen_brainz,39947
1004,Roderich84,listen_brainz,6127
1005,n42r,listen_brainz,8009
1006,kelvkuok,listen_brainz,2263
1007,Lunarisola,listen_brainz,110517
1010,hgelpke80,listen_brainz,2209
1012,Nigoshi,listen_brainz,20285
1013,scoruz,listen_brainz,10077
1014,hausofmedusa,listen_brainz,24870
1016,Snappysnappy,listen_brainz,16366
1020,kraft-skunk,listen_brainz,21064
1021,nucfreq,listen_brainz,1079
1023,riffwhiplashfly,listen_brainz,10368
1025,starmito,listen_brainz,2054
1027,NamanOG,listen_brainz,2228
1028,TheAndromedaCat,listen_brainz,4129
1029,Shiki-Luna,listen_brainz,83978
1030,sardaukar_siet,listen_brainz,126051
1032,fucksophie,listen_brainz,10799
1035,ejsik6,listen_brainz,72607
1037,AriExists,listen_brainz,6257
1039,lakh,listen_brainz,71527
1040,Clap!,listen_brainz,6951
1044,AHIRAISSHY,listen_brainz,4942
1045,schteev,listen_brainz,76010
1046,Forkentiney,listen_brainz,9702
1048,lanbuork,listen_brainz,250214
1050,Harmental,listen_brainz,1076
1051,vincemmm,listen_brainz,221391
1053,aelzn,listen_brainz,84823
1057,YodelThePenguin,listen_brainz,6277
1059,dkg,listen_brainz,108592
1060,Melotone7,listen_brainz,3032
1064,fvanrenterghem,listen_brainz,13840
1065,ann3nova,listen_brainz,20372
1068,loveology,listen_brainz,10349
1069,mansathewise,listen_brainz,23463
1070,Misery's Miscreation,listen_brainz,2185
1072,st0qn,listen_brainz,23875
1073,iwrotehaikusaboutballs,listen_brainz,108474
1075,sobp,listen_brainz,2023
1076,TGC30,listen_brainz,7070
1081,ReemaReema,listen_brainz,376758
1082,pbskittlez,listen_brainz,5825
1083,MrNooobie,listen_brainz,1032
1084,akaikana,listen_brainz,10194
1085,brainzisneed,listen_brainz,1917
1086,norythm,listen_brainz,14077
1087,mantheflan,listen_brainz,34278
1088,kanskje0,listen_brainz,8901
1090,MEIDUZA,listen_brainz,5679
1091,carlitos5,listen_brainz,55470
1093,Koadam,listen_brainz,3752
1094,robida,listen_brainz,1271
1095,huwie,listen_brainz,47986
1096,jenserik,listen_brainz,126127
1099,jonkjonk,listen_brainz,7566
1100,maxthegold,listen_brainz,1614
1101,zeyfuller,listen_brainz,33633
1103,centomila,listen_brainz,2524
1104,Arcon_,listen_brainz,12905
1105,duloup,listen_brainz,94280
1107,orokamono,listen_brainz,10476
1108,14Super60pa,listen_brainz,53936
1109,stayblue,listen_brainz,10735
1111,piedro sinistru,listen_brainz,1538
1113,ek@biggbizz.info,listen_brainz,2533
1119,o1911,listen_brainz,10149
1120,zfed,listen_brainz,4117
1122,wmajwt,listen_brainz,2412
1123,SKiNBuS,listen_brainz,1366
1125,CommodoreCrunch,listen_brainz,24388
1131,qazzly,listen_brainz,16251
1135,VlaKor,listen_brainz,128085
1137,alyrf,listen_brainz,84592
1138,uhteddy,listen_brainz,1368
1141,omorrigan,listen_brainz,1817
1142,mikebell,listen_brainz,6440
1143,Roy Page Join Damage,listen_brainz,416564
1144,allmwh,listen_brainz,1089
1148,ASTROSMURF,listen_brainz,1004
1152,wyllianr,listen_brainz,71666
1153,gdechene,listen_brainz,6759
1155,hkc,listen_brainz,2932
1156,seiitsu,listen_brainz,135656
1157,ronanpostulart,listen_brainz,8734
1158,iski,listen_brainz,858667
1159,sonnenboy,listen_brainz,13598
1161,bdprotocol,listen_brainz,4381
1162,FLHRSI,listen_brainz,10776
1163,Sailence,listen_brainz,9661
1164,curiousCephalopod,listen_brainz,21949
1167,Furynation,listen_brainz,11467
1168,x04ty29er,listen_brainz,197451
1169,galeksandrp,listen_brainz,32994
1170,musky73,listen_brainz,44436
1171,markwillis,listen_brainz,46377
1174,ShogoMcDougall,listen_brainz,25882
1175,好的计算机,listen_brainz,21044
1176,tatterdemalion,listen_brainz,7496
1182,loong,listen_brainz,4682
1184,electrona87,listen_brainz,4797
1190,miihkaili,listen_brainz,43270
1191,slonetech,listen_brainz,10424
1193,ricolepd,listen_brainz,13996
1194,woodenpints,listen_brainz,6424
1196,peporro,listen_brainz,123250
1197,LordFader,listen_brainz,762155
1198,jonestrela,listen_brainz,267870
1201,revjim1968,listen_brainz,152352
1203,azstrait,listen_brainz,3193
1205,Thermospore,listen_brainz,12671
1206,gagan97,listen_brainz,8249
1207,migou88,listen_brainz,3296
1210,BoopityBop55,listen_brainz,116985
1212,stopdavidlane,listen_brainz,4835
1214,santa_cee,listen_brainz,53236
1216,jsnow13,listen_brainz,98551
1219,robsonware,listen_brainz,2198
1221,miasinterestinglife,listen_brainz,23330
1222,Fouppy,listen_brainz,1205
1225,reesew,listen_brainz,4756
1226,Ben65,listen_brainz,34276
1227,soundmolto,listen_brainz,6574
1229,sedllak,listen_brainz,129229
1230,dma_b,listen_brainz,108292
1232,AdequatelyCaffeinated,listen_brainz,3296
1234,suspiria,listen_brainz,10206
1236,Giresharu,listen_brainz,1720
1240,tycoonbob,listen_brainz,8519
1241,joeross,listen_brainz,135776
1242,Erofen,listen_brainz,38675
1245,pastornak,listen_brainz,147799
1248,bienne,listen_brainz,1503
1252,di3go96h,listen_brainz,143130
1254,saschipupaschi,listen_brainz,2778
1255,DonkeypunchEX,listen_brainz,8909
1260,lachie_h,listen_brainz,91626
1262,rsmry,listen_brainz,1036
1264,dreeu,listen_brainz,13119
1266,Eequ4oz8,listen_brainz,55356
1267,bayang,listen_brainz,80713
1268,Jormangeud,listen_brainz,139657
1269,stachas,listen_brainz,2385
1270,frappe,listen_brainz,1874
1273,happyareabean,listen_brainz,15090
1274,thatdogmotif,listen_brainz,80128
1275,d4123d4123d41234d2,listen_brainz,52735
1276,Maldogam3r,listen_brainz,20271
1278,alfa_dk,listen_brainz,39209
1282,hrabex4,listen_brainz,37963
1286,_walden_,listen_brainz,201824
1287,Magenta_Venture,listen_brainz,8343
1289,KiszolgalMotozas0n,listen_brainz,14506
1290,moonexcess,listen_brainz,275264
1291,Cadrieldur,listen_brainz,167675
1292,cmmmota,listen_brainz,4375
1294,putty182,listen_brainz,12001
1295,bc738,listen_brainz,21373
1300,ceniei,listen_brainz,4403
1301,papposilene,listen_brainz,736165
1304,andres_os,listen_brainz,7454
1306,kisewa,listen_brainz,100115
1307,VicRojas,listen_brainz,148823
1308,mattib555,listen_brainz,5112
1309,Hollyrious,listen_brainz,4233
1313,GreenYellow12,listen_brainz,4279
1317,OniriCorpe,listen_brainz,7705
1319,hibuki,listen_brainz,7439
1320,Daylight2538,listen_brainz,26042
1322,matilde,listen_brainz,73096
1323,nizvrb,listen_brainz,5577
1324,Dalek.coffee,listen_brainz,13137
1329,Riccccardo,listen_brainz,80967
1332,catnhat2,listen_brainz,1710
1335,this_phong,listen_brainz,7091
1336,Tomacco_Boy,listen_brainz,313264
1338,Zauberwald,listen_brainz,2633
1342,ResistancDX,listen_brainz,45681
1343,ON8SD,listen_brainz,9682
1344,nodeus,listen_brainz,481129
1345,BureMF,listen_brainz,104497
1347,newnothing,listen_brainz,29523
1348,francisleclerc,listen_brainz,4040
1349,MilkyWayMunchkin,listen_brainz,3220
1352,FarLine99,listen_brainz,22148
1354,Bromos,listen_brainz,7132
1359,SixFifty,listen_brainz,5312
1360,sh4ni,listen_brainz,3674
1361,mrcowman,listen_brainz,1094
1363,Impossidile,listen_brainz,1240
1365,Breezestar81,listen_brainz,122609
1368,ak1932,listen_brainz,8426
1372,MidsummerKeuri,listen_brainz,2477
1375,helloyelloman,listen_brainz,3005
1378,machaonix,listen_brainz,21574
1381,pjnn,listen_brainz,2839
1382,basebeat,listen_brainz,7661
1383,noctmwts,listen_brainz,9934
1384,thy_koosk,listen_brainz,37419
1387,nedkelly_ddv,listen_brainz,39186
1388,neuralriot,listen_brainz,36747
1392,slash3r,listen_brainz,2511
1393,DylanPKing,listen_brainz,14597
1394,Lumilous,listen_brainz,80572
1397,Hasbeenseen,listen_brainz,5113
1398,denton.nelson,listen_brainz,1142
1399,Droppisalt,listen_brainz,53462
1401,sliver7,listen_brainz,7527
1402,SpinLock,listen_brainz,22517
1403,SilverSeleucid,listen_brainz,77270
1404,dzastin,listen_brainz,83018
1405,iAndy_HD3,listen_brainz,3678
1408,StoneyBoh,listen_brainz,11221
1412,Alondra,listen_brainz,1831
1413,nin_o_0,listen_brainz,3460
1416,Tyrrus,listen_brainz,9295
1417,edporras,listen_brainz,110335
1419,totpfan,listen_brainz,4902
